機種名,thumbnail_image_url,sub_image_url,メーカー名,機械割,導入開始日,機種概要
鬼浜爆走紅蓮隊激闘謳歌編,https://p-town.dmm.com/upload/machines/4004/image.jpg?t=1632907050,https://p-town.dmm.com/upload/machines/4004/image.jpg?t=1632907050,ベルコ（メーカー公式サイト）  ベルコの掲載機種一覧,97.4% 〜 108.1%,2022/01/11(火),今度の鬼浜は周期抽選。通常時は最大150Gで1周期となっていて、周期到達時にCZやツッパリボーナスを抽選する。  基本的なゲームの流れは、ツッパリボーナス→ツッパリゾーンでの対決勝利→鬼浜ボーナスで、鬼浜ボーナスをループさせて出玉増加を目指す仕様。通常時の周期到達時の一部で突入する悪一文字（CZ）は、成功期待度が約50%と高いだけでなく、成功＝鬼浜ボーナスへ直行するので大チャンスといえる。  鬼浜ボーナスループの肝となるのは、キャラ＋小役によるガチバトル方式の仁義なき争い。仁義なき争いで4連勝できれば、1000枚獲得濃厚の特攻ボーナスへ突入。1000枚獲得後に扉が閉まれば約2400枚獲得濃厚だ…
スーパーリノSP,https://p-town.dmm.com/upload/machines/4007/image.jpg?t=1633085977,,山佐ネクスト（メーカー公式サイト）  山佐ネクストの掲載機種一覧,97.4% 〜 106.3%,2022/01/11(火),シリーズ初の選べる4つのモードを搭載して、リノの新作が登場！  トマトチャンスはこれまでの33%（3択）だけでなく、50%、66%、100%が追加され、パワーアップしている。  トマト入賞後は、もちろんボーナスチャンス状態へ移行。ボーナスとチャンス状態のループ率は約86%（設定1）と高いので、大連チャンにも十分に期待できるぞ。  通常時には天井が搭載されたことにより、これまで以上に遊びやすくなった点にも注目しておきたい。
バーサスリヴァイズ,https://p-town.dmm.com/upload/machines/4033/image.jpg?t=1635245481,,エレコ（メーカー公式サイト）  エレコの掲載機種一覧,99.3% 〜 109.0% ※ 完全攻略時,2022/01/11(火),6号機としてバーサスが登場。  フル攻略時の機械割は設定1でも102%と、5号機のバーサスよりも大幅に高くなっている。  基本のゲーム性はこれまでと同じボーナス＋RTタイプ。  特定の小役＋フラッシュ発生時はボタンPUSHで演出発生の有無を選択できる新システムも搭載されている。
沖ドキ！DUO,https://p-town.dmm.com/upload/machines/4031/image.jpg?t=1635240025,,アクロス（メーカー公式サイト）  アクロスの掲載機種一覧,97.0% 〜 107.2%,2021/12/20(月),新要素「ドキハナチャンス」を搭載して、『沖ドキ！DUO』が登場する。  基本的な仕様はこれまでのシリーズ機と同様で、毎ゲーム抽選と規定ゲーム数到達でボーナスに当選。ボーナス後は天国以上に滞在していれば32G以内に必ずボーナスに当選する。もちろん、ボーナス中のカナちゃんランプ点灯は1G連確定だ。  新要素として、ボーナス後33G目は「ドキハナチャンス」が発生する可能性あり。1G限定の激アツゾーンとなっていて、ハナちゃんランプ点灯でBIG＋天国以上への移行が確定する。  今作は「DUO」ということで、カナちゃんとハナちゃんの2人が登場。2人で歌う新曲が搭載されている点も、ファン必見と言えるだろう。
沖ドキ！DUO-30,https://p-town.dmm.com/upload/machines/4032/image.jpg?t=1635240486,https://p-town.dmm.com/upload/machines/4032/image.jpg?t=1635240486,アクロス（メーカー公式サイト）  アクロスの掲載機種一覧,97.0% 〜 107.2%,2021/12/20(月),新要素「ドキハナチャンス」を搭載して、『沖ドキ！DUO』が登場する。  基本的な仕様はこれまでのシリーズ機と同様で、毎ゲーム抽選と規定ゲーム数到達でボーナスに当選。ボーナス後は天国以上に滞在していれば32G以内に必ずボーナスに当選する。もちろん、ボーナス中のカナちゃんランプ点灯は1G連確定だ。  新要素として、ボーナス後33G目は「ドキハナチャンス」が発生する可能性あり。1G限定の激アツゾーンとなっていて、ハナちゃんランプ点灯でBIG＋天国以上への移行が確定する。  今作は「DUO」ということで、カナちゃんとハナちゃんの2人が登場。2人で歌う新曲が搭載されている点も、ファン必見と言えるだろう。
シンデレラブレイド4,https://p-town.dmm.com/upload/machines/4027/image.jpg?t=1635152125,https://p-town.dmm.com/upload/machines/4027/image.jpg?t=1635152125,ネット（メーカー公式サイト）  ネットの掲載機種一覧,97.8% 〜 110.0%,2021/12/20(月),全役でレベルを上げ、周期到達時のレベルでCZを抽選するおなじみの流れ。今作はゲーム数が変動するミッション周期が追加され、ステージごとに抽選システムも変化している。周期クリアで突入するCZ「滅龍戦線」は絆と死闘の2部構成。前半の絆で姉と合流するほど、後半の死闘でのバトルが有利になる仕組みだ。  AT「武闘会」は純増約2.7枚/G。レイラが倒れるまで継続するバトルロイヤルタイプとなっていて、姉を撃破でおしりペンペンタイム（OPT）突入のチャンスだ。今作のOPTは継続率約99%で、ゲーム数ではなく枚数上乗せを抽選。累計600枚獲得で2400枚到達率50%超の「Queen’s Bout」へ移行するぞ。
パチスロ戦姫絶唱シンフォギア勇気の歌,https://p-town.dmm.com/upload/machines/4011/image.jpg?t=1633429866,,SANKYO（メーカー公式サイト）  SANKYOの掲載機種一覧,97.5% 〜 110.5%,2021/12/20(月),パチンコのDNAを完全継承したシンフォギアがパチスロで登場。  AT当選のメイン契機は、レア役やゲーム数消化で突入する「GXバトル」。押し順ベルの第1停止位置が勝利のカギを握るバトル型のCZだ。さらに、期待度約97%を誇る上位CZ「最終決戦」は1勝でAT突入、5勝できれば特化ゾーンの「絶唱」突入が濃厚だ。  AT「V-SONG」は純増約2.8枚/G、1セット30G＋継続バトル6Gのセット数管理型で、レア役やボーナスなどでセットストックの上乗せを抽選。  特化ゾーンの「絶唱」では獲得したゲーム数を使い、「エクスドライブ」でセットストックを上乗せ。ボーナスを引くと「絶唱」が再セットされる。
秘宝伝　解き放たれた女神,https://p-town.dmm.com/upload/machines/4040/image.jpg?t=1635774429,,大都技研  大都技研の掲載機種一覧,97.5% 〜 110.0%,2021/12/20(月),通常時は、レア役と小役成立時に加算されるポイントで初当りを抽選。初当りのメインとなる擬似ボーナス後は必ず伝説ロードへ移行し、ベルナビ回数管理型ATの「秘宝チャンス」を抽選。まずは伝説ロードと「秘宝チャンス」のループで出玉増加を目指す仕様となっている。「秘宝チャンス」終了時の一部で突入する「高確率」成功で、「秘宝ラッシュ」確定だ。  「秘宝ラッシュ」は初期枚数100枚、純増約2.5枚/Gの差枚数管理型AT。消化中はレア役などで枚数上乗せとボーナスをダブル抽選していて、『秘宝伝～封じられた女神～』の演出発生で上乗せの大チャンスとなる。おなじみの「超秘宝ラッシュ」突入で、有利区間完走はもう目前！
パチスロリング運命の秒刻,https://p-town.dmm.com/upload/machines/4039/image.jpg?t=1635508108,https://p-town.dmm.com/upload/machines/4039/image.jpg?t=1635508108,藤商事（メーカー公式サイト）  藤商事の掲載機種一覧,97.3% 〜 110.1%,2021/12/20(月),通常時はレア役やゲーム数消化、亡魂ポイント（逆押しナビ時に獲得）でCZを抽選。  CZをクリアして貞子ボーナスを目指し、貞子ボーナスを3回ループさせてメインAT「超貞子ボーナス」を目指すゲーム性だ（ボーナス直行もあり）。  超貞子ボーナスは差枚数管理型ATで、1Gあたりの純増は約6枚。消化中は直乗せや特化ゾーンによる差枚数上乗せが抽選される。超貞子ボーナス終了後は15G間のST型引き戻しゾーン「貞子接近ZONE」へ突入。この区間も純増約6枚/Gで、引き戻し成功後は必ず超貞子ボーナスへ突入するため、減算なしのループで出玉を増やすことができる。
パチスロうまい棒,https://p-town.dmm.com/upload/machines/4038/image.jpg?t=1635507426,,アムテックス（メーカー公式サイト）  アムテックスの掲載機種一覧,97.5% 〜 106.8%,2021/12/13(月),キングオブ駄菓子と言っても過言ではない、あの『うまい棒』が完全告知のボーナスタイプで登場。  うまい棒ランプが光ればボーナスというシンプルなゲーム性ながら、下パネル消灯や無音などなど、多彩なBIG確定パターンが搭載されている。  また、BIG・REGともにオールフリー打ちで最大枚数を獲得できるのだが、BIGは引きによって若干枚数が変化。1G目にリプレイ（JAC IN）を引くことができれば最大271枚を獲得することができる。
デジタルトラッド,https://p-town.dmm.com/upload/machines/4163/image.jpg?t=1686674810,,ヤーマ  ヤーマの掲載機種一覧,掲載準備中,2021/12/13(月),-
パチスロミクちゃんとイドムンのミラクルチャレンジ,https://p-town.dmm.com/upload/machines/4047/image.jpg?t=1637057345,,DAXEL  DAXELの掲載機種一覧,100.7% 〜 108.2% ※ 完全攻略時,2021/12/10(金),ミクちゃんガイア＆アリーナの株式会社タツミコーポレーションと、イルサローネグループの株式会社アサヒディードが夢のコラボレーション。  スペックは4段階設定のボーナスタイプで、完全攻略時は設定1でも機械割が100%を超える遊びやすい仕様だ。筐体上部のMIRACLEランプが光ればボーナスと分かりやすいので、気軽に楽しめる点も魅力と言えるだろう。  ミクちゃんBIG（青7BIG）とイドムンBIG（赤7BIG）の出現確率に設定差が存在するのも、おもしろいポイントのひとつ。  それぞれのBIG回数が上部パネルに表示されているので、遊技の際はボーナスの種類にも注目して楽しんでいただきたい。
泡盛,https://p-town.dmm.com/upload/machines/4026/image.jpg?t=1634725837,https://p-town.dmm.com/upload/machines/4026/image.jpg?t=1634725837,エレコ  エレコの掲載機種一覧,掲載準備中,2021/12/06(月),初当りは必ずBIGボーナス。さらにボーナス終了後はループ率約90%の「オトーリモード」へ突入。  いつ終わるのか分からない、ドキドキの超ボーナスループが楽しめる。
Ｓ牙狼―黄金騎士―,https://p-town.dmm.com/upload/machines/4020/image.jpg?t=1636164375,,サボハニ  サボハニの掲載機種一覧,97.7% 〜 110.1%,2021/12/06(月),純増2.8枚/Gのセット管理型AT機。  通常時はレア役でCZを目指すゲーム性で、CZをクリアすればAT「呀バトル」へ突入する。  呀バトルの前半では成立役に応じて保留を貯めていき、後半では保留を使って呀に勝利することができればメインATの「魔戎RUSH」へ突入。  魔戎ラッシュ突入後は継続率約80%のストック特化ゾーンの絶頂ホラーバトルからスタートするため、開始時から大量ストックをゲットすることができる。  消化中は成立役毎にホラーバトルが抽選され、バトルに勝利すればボーナスやセットストック、特化ゾーンといった恩恵をゲットすることが可能だ。
